"CODE_IRIS","annee","prix_m2_med","prix_m2_mean","n_ventes"
"770120000",2021,2180,1736.26470588235,5
"770120000",2022,1465.6862745098,1465.6862745098,2
"770120000",2023,1948.05194805195,1744.59529046223,4
"770120000",2024,1728.08080808081,1508.36861210903,8
"770120000",2025,918.612948137835,1156.99348553798,4
"770130000",2020,2280.08621425523,2375.20527771501,6
"770130000",2021,3076.92307692308,2740.72837287323,6
"770130000",2022,2141.05793450882,2541.88857975819,6
"770130000",2023,2035.35211267606,2461.45386314768,7
"770130000",2024,2364.58219651497,2329.55881216123,4
"770130000",2025,950,950,1
"770140101",2020,2097.71929824561,2122.57759784076,4
"770140101",2021,2521.11111111111,2644.73747276688,5
"770140101",2022,2023.80952380952,2725.77844449376,39
"770140101",2023,3405.28457070707,5650.59881080406,50
"770140101",2024,3055.31276143791,21739.1926327996,52
"770140101",2025,1875,2004.98572483994,9
"770140102",2020,2816.32653061224,2923.11475964323,33
"770140102",2021,3318.8679245283,5370.66054715666,115
"770140102",2022,3360.14492753623,5159.17378298788,99
"770140102",2023,3244.44444444444,3567.71702142381,74
"770140102",2024,2898.55072463768,3754.62567228126,73
"770140102",2025,3175.75757575758,3443.6273926637,36
"770140103",2020,3616.23143881208,5014.42256386563,50
"770140103",2021,3720.93023255814,3811.56674718467,63
"770140103",2022,3883.95424836601,4165.78096147767,90
"770140103",2023,4651.8018018018,5023.46193365538,84
"770140103",2024,3743.4748427673,3726.58907199988,60
"770140103",2025,3470.58823529412,3524.14842901108,29
"770140104",2020,1916.66666666667,1919.30128126458,21
"770140104",2021,1880.91976516634,3091.66154468251,64
"770140104",2022,2141.42857142857,2283.80164423636,57
"770140104",2023,2016.66666666667,2089.82744234118,54
"770140104",2024,1958.90410958904,1936.06815018949,39
"770140104",2025,1752.94117647059,1727.34343521298,19
"770140105",2020,3730.76923076923,4774.73929482696,33
"770140105",2021,19800,17151.1098120696,119
"770140105",2022,3775.51020408163,5461.38557536049,59
"770140105",2023,3980.70512820513,4567.51011614046,57
"770140105",2024,3571.27288578901,3710.71853910384,40
"770140105",2025,3321.61375661376,3316.41709522303,16
"770150000",2021,1902.17391304348,1902.17391304348,2
"770150000",2022,1647.72727272727,1647.72727272727,2
"770150000",2023,1215.38461538462,1215.38461538462,1
"770150000",2024,1857.14285714286,1857.14285714286,1
"770150000",2025,1450,1450,1
"770160000",2020,2014.92537313433,2112.7154885672,19
"770160000",2021,1571.42857142857,1711.60572407804,25
"770160000",2022,2131.14754098361,2559.77882778876,33
"770160000",2023,1963.11475409836,2048.8457997587,10
"770160000",2024,2333.33333333333,2397.08281306097,7
"770160000",2025,1026.31578947368,1274.51705188741,11
"770180000",2020,4064.51612903226,4023.43050201058,61
"770180000",2021,4229.23801369863,4344.00599110755,114
"770180000",2022,4561.18326118326,8221.81619122684,114
"770180000",2023,4520.11494252874,4506.7254007233,102
"770180000",2024,4277.77777777778,4417.27895374991,85
"770180000",2025,4187.67817548305,6204.08590314814,42
"770190000",2020,1628.26086956522,1832.28722264048,9
"770190000",2021,2031.84591914569,2113.47383861881,12
"770190000",2022,2421.05263157895,2323.7361770704,11
"770190000",2023,1957.7380952381,1818.38750820811,14
"770190000",2024,1748.79807692308,2921.09457676774,8
"770190000",2025,2158.53658536585,2158.53658536585,2
"770200000",2020,2162.5,2086.33280474776,13
"770200000",2021,1951.15984446588,2012.03552364295,30
"770200000",2022,2477.41935483871,2400.07987343502,19
"770200000",2023,2060.9756097561,1973.63484562384,15
"770200000",2024,1613.63636363636,1894.79733872475,7
"770200000",2025,1346.15384615385,1346.15384615385,1
"770210000",2020,1428.57142857143,1505.35714285714,3
"770210000",2021,1724.63768115942,1573.07832125566,8
"770210000",2023,2647.05882352941,2647.05882352941,1
"770210000",2024,2428.76712328767,2136.99735813615,7
"770220000",2020,4148.42253521127,6552.30549091014,33
"770220000",2021,4425.6,5045.73003351134,61
"770220000",2022,4363.63636363636,5212.60921972076,61
"770220000",2023,4840.71428571429,4951.98358871784,27
"770220000",2024,4889.3023255814,6412.43535797103,52
"770220000",2025,4523.80952380952,4836.44570007284,8
"770230000",2020,1969.69696969697,1846.89896303529,7
"770230000",2021,3547.58522727273,3547.58522727273,2
"770230000",2022,3075.25386080696,3223.82549908376,10
"770230000",2023,3216.04010025063,3284.15955438207,8
"770230000",2024,2545.45454545455,2454.36389813673,9
"770230000",2025,2684.90566037736,2684.90566037736,2
"770240000",2020,1582.19178082192,1772.98320361088,9
"770240000",2021,3058.33333333333,3058.33333333333,1
"770240000",2022,1892.85714285714,2069.16958580574,10
"770240000",2023,1400,1400,1
"770240000",2024,970.149253731343,970.149253731343,2
"770240000",2025,2182.53968253968,2182.53968253968,2
"770250000",2020,3027.02702702703,6335.95053727718,22
"770250000",2021,1269.80769230769,1419.74984424322,34
"770250000",2022,1765.35331113578,1841.98746259136,18
"770250000",2023,1689.0243902439,1788.33025623508,22
"770250000",2024,1529.87536656892,1528.19570980226,10
"770260000",2020,1830.98591549296,1812.98292197245,5
"770260000",2021,1405.40540540541,1890.84614867066,7
"770260000",2022,1635.83815028902,1858.12259597237,9
"770260000",2023,1400,1278.41861598441,4
"770260000",2024,1621.9512195122,1621.9512195122,2
"770260000",2025,1362.5786163522,1362.5786163522,2
"770270000",2020,1228.65821792527,1362.08487032303,12
"770270000",2021,1411.11111111111,1708.12055540549,33
"770270000",2022,1328.125,1587.1989810793,33
"770270000",2023,1228.125,1313.96442985121,16
"770270000",2024,1234.3137254902,1266.6039907177,12
"770270000",2025,1178.57142857143,1256.66475258638,9
"770290000",2020,2131.14754098361,2078.52779072121,3
"770290000",2021,2351.29490392648,3000.62317453841,6
"770290000",2022,2805.55555555556,2611.37566137566,3
"770290000",2024,2560,2621.89594356261,3
"770290000",2025,1818.18181818182,1818.18181818182,2
"770300000",2020,702.702702702703,702.702702702703,2
"770300000",2021,1504.89955903969,1705.59971343554,28
"770300000",2022,1656,1688.38964185916,15
"770300000",2023,1624.1440377804,1656.42421504733,20
"770300000",2024,1769.23076923077,1827.1501112999,18
"770310000",2020,2446.04316546763,2564.1042919411,19
"770310000",2021,3060.36463536464,2856.08640466841,20
"770310000",2022,3225.8064516129,3796.44194671663,17
"770310000",2023,2609.09090909091,2486.2322833599,17
"770310000",2024,2447.36842105263,2452.59512594355,10
"770310000",2025,1708.07453416149,1866.74718302019,9
"770320000",2020,1666.66666666667,1722.12765059701,13
"770320000",2021,1924.65753424658,1949.39001481975,20
"770320000",2022,2475.72815533981,2396.16767566104,14
"770320000",2023,1780.82191780822,2094.81623874509,13
"770320000",2024,2051.47058823529,1968.64367790097,21
"770320000",2025,1826.77165354331,1627.81332527355,5
"770330000",2020,2654.00641025641,2756.48036858974,4
"770330000",2021,1813.40932953352,1813.40932953352,4
"770330000",2022,1449.21818181818,1449.21818181818,1
"770330000",2023,2068.10104087332,2068.10104087332,4
"770330000",2024,1488.09523809524,1328.08499743984,3
"770330000",2025,2162.13017751479,2162.13017751479,1
"770340000",2020,2814.81481481481,2886.84049063307,7
"770340000",2021,2414.96598639456,2495.94734656238,23
"770340000",2022,3314.81481481481,3457.30004558915,18
"770340000",2023,3296.08294930876,3282.91423916668,14
"770340000",2024,3124.58333333333,4739.18128623677,6
"770340000",2025,2446.8085106383,2325.66175943836,3
"770350000",2020,1855.78723404255,1869.05559578575,9
"770350000",2021,1526.25530410184,1448.88429710424,20
"770350000",2022,1776.31578947368,1764.89570179251,19
"770350000",2023,1406.25,1343.17223513575,8
"770350000",2024,1429.29271708683,1474.35877263688,18
"770350000",2025,2412.29508196721,2197.62761562042,3
"770360000",2020,2320.38834951456,2115.27089008405,3
"770360000",2021,1765.95744680851,1811.95385572285,5
"770360000",2022,2486.48648648649,2486.48648648649,2
"770360000",2023,2105.26315789474,2105.26315789474,1
"770360000",2024,300,300,1
"770370101",2020,3669.46025467876,3992.84099665742,26
"770370101",2021,4148.74961168065,4391.77890821764,42
"770370101",2022,4473.37700315826,5247.73976855092,56
"770370101",2023,4199.40476190476,4315.82562739344,36
"770370101",2024,4354.77941176471,4431.84539771283,36
"770370101",2025,4878.0487804878,7960.95792219638,25
"770370102",2020,3786.01726884064,4441.94910971922,28
"770370102",2021,4151.51515151515,4890.24117995442,65
"770370102",2022,4166.66666666667,5688.55535521633,61
"770370102",2023,4212.92134831461,4372.90985337558,62
"770370102",2024,3924.7311827957,5313.08586612841,57
"770370102",2025,4687.5,8414.43933861499,34
"770380000",2020,4352.94117647059,6125.98445571307,9
"770380000",2021,3557.69230769231,6507.21383836468,11
"770380000",2022,4883.78684807256,6829.3256497494,18
"770380000",2023,3005.46448087432,2894.72452999381,7
"770380000",2024,4450.87719298246,4041.28454896083,8
"770380000",2025,3816.66666666667,3816.66666666667,4
"770390000",2020,2711.26126126126,2965.22234932206,6
"770390000",2021,3902.65957446808,6020.92927512926,41
"770390000",2022,3750,3966.05418063859,34
"770390000",2023,3865.87732919255,4349.55170462855,16
"770390000",2024,3626.38318544311,4167.59102778351,14
"770390000",2025,2814.56953642384,2497.84431021517,5
"770400000",2020,2531.30699088146,2777.63322610657,38
"770400000",2021,3198.30303915839,5376.8515209482,60
"770400000",2022,3141.50943396226,3259.95412250627,41
"770400000",2023,3411.76470588235,4384.32507882962,33
"770400000",2024,2682.11382113821,3068.09027233794,40
"770400000",2025,3563.2183908046,5896.54541932214,23
"770410000",2020,1869.15887850467,1734.45317662607,4
"770410000",2021,2223.1308411215,2426.77237518817,12
"770410000",2022,2569.02356902357,3407.72514810432,6
"770410000",2023,2836.73469387755,2956.73023307684,3
"770410000",2024,2732.14285714286,2788.04331701528,6
"770410000",2025,2900,2900,2
"770420000",2020,2276.59574468085,2294.56063604981,51
"770420000",2021,2703.0303030303,3190.09637651367,88
"770420000",2022,2561.38668128254,2880.39551307855,80
"770420000",2023,2545.18072289157,2478.05949142713,64
"770420000",2024,2255.81395348837,2179.1339825141,53
"770420000",2025,2912.02426916713,3359.06438920295,16
"770430000",2020,2168.03278688525,3725.05640984498,11
"770430000",2021,1719.95820271682,2134.94590090296,10
"770430000",2022,1926.38888888889,3376.88125123148,16
"770430000",2023,880.064655172414,880.064655172414,2
"770430000",2024,1720,1796.42570281124,6
"770430000",2025,1553.39805825243,1487.12481209129,7
"770440000",2020,2200,2440.16191078452,13
"770440000",2021,2369.51871657754,2488.32032125442,10
"770440000",2022,2841.91176470588,2892.04023916518,23
"770440000",2023,2612.14285714286,2405.27114161908,13
"770440000",2024,2612.5,2757.7286682486,14
"770440000",2025,2590.18404907975,2477.04897252293,7
"770450000",2020,2342.10526315789,2135.35114707892,12
"770450000",2021,1657.14285714286,1611.84047487512,18
"770450000",2022,1754.54545454545,2243.74322391346,21
"770450000",2023,1777.77777777778,2358.14256081527,19
"770450000",2024,2015.38461538462,2031.58879330478,6
"770450000",2025,2456.79012345679,1934.26894769246,5
"770460000",2020,1758.74125874126,1653.76352376178,11
"770460000",2021,2447.91666666667,3212.35740914351,15
"770460000",2022,2371.24226348364,2133.12540210643,12
"770460000",2023,2183.83392961145,2089.80365659736,6
"770460000",2024,2433.96226415094,3147.62572198691,5
"770470000",2020,3032.52032520325,3056.07356192671,10
"770470000",2021,3295.4954954955,3725.85463986667,30
"770470000",2022,3337.10219094834,3365.36334437138,38
"770470000",2023,3401.70278637771,3664.27161411481,20
"770470000",2024,3608.05860805861,5271.5992421812,20
"770470000",2025,2876.66666666667,2892.4183553625,10
"770480000",2020,3043.47826086957,5033.39277706014,45
"770480000",2021,3610.29411764706,3449.33725443444,52
"770480000",2022,4157.8947368421,5033.20384614821,57
"770480000",2023,3514.19317965327,5433.00181104839,48
"770480000",2024,4561.02941176471,7323.28832268725,31
"770480000",2025,3864.86486486487,4244.38016634153,11
"770490000",2020,2100.34632034632,2352.58385714732,10
"770490000",2021,2737.20955601615,2842.98754583881,12
"770490000",2022,3320,3231.29346311353,29
"770490000",2023,2892.85714285714,2919.26359702144,7
"770490000",2024,2448.97959183673,2604.89401352716,9
"770490000",2025,3575,3129.15343915344,5
"770500000",2020,1666.66666666667,1886.72205159005,9
"770500000",2021,1581.08108108108,1522.13583705116,13
"770500000",2022,1677.03349282297,2073.19713330173,11
"770500000",2023,2045.45454545455,2189.84176489272,8
"770500000",2024,2314.09544950055,2642.5444690553,10
"770500000",2025,1133.69380831213,1133.69380831213,2
"770510000",2020,1295.65217391304,1396.17926733613,11
"770510000",2021,1866.28787878788,2286.64226461803,54
"770510000",2022,2018.97601145721,2228.38410419656,48
"770510000",2023,1875,2238.15245640282,21
"770510000",2024,3267.80626780627,4435.83359932936,36
"770510000",2025,1854.83870967742,3122.38625699904,15
"770520000",2020,2735.29411764706,2795.16028633676,4
"770520000",2021,2623.76237623762,2773.40070455009,15
"770520000",2022,3612.06896551724,3592.07526058384,10
"770520000",2023,2682.18085106383,2929.76119505259,8
"770520000",2024,2354.54545454545,2238.28477335923,6
"770530101",2020,3540.14925373134,6159.97456768938,48
"770530101",2021,3915.25423728814,7612.23168816685,119
"770530101",2022,4017.9604261796,5500.78023381775,88
"770530101",2023,3800,4074.52074088942,59
"770530101",2024,3412.85714285714,3499.21482125968,44
"770530101",2025,3485.39325842697,4703.71276323828,27
"770530102",2020,3385.95505617978,4236.73706883013,61
"770530102",2021,3629.6779661017,4508.2671203332,173
"770530102",2022,3841.99584199584,4852.21402471319,162
"770530102",2023,3889.62264150943,4932.47461239341,107
"770530102",2024,3499.56140350877,3492.73867581196,107
"770530102",2025,3421.25884732053,3412.43820446185,54
"770530201",2020,3601.95852534562,5594.05777474973,78
"770530201",2021,3648.64864864865,4561.15857773279,127
"770530201",2022,3893.6350877193,3977.41382876096,112
"770530201",2023,3855.28031290743,21586.0234759254,120
"770530201",2024,3593.75,16405.6445792614,113
"770530201",2025,3568.43020367611,4486.23215065363,52
"770540000",2020,2158.53658536585,2056.27201887237,7
"770540000",2021,2083.33333333333,2110.42347292266,25
"770540000",2022,1928.125,2036.91030643839,14
"770540000",2023,2136.44366197183,2267.62371201512,12
"770540000",2024,2400,2302.48852094743,5
"770540000",2025,1709.96732026144,1813.34755635669,8
"770550000",2020,3590.68271425607,3467.17163517499,88
"770550000",2021,3848.94636015326,14831.3662781536,134
"770550000",2022,3881.57894736842,5947.48076050821,98
"770550000",2023,3840.29200819672,4965.41668157749,68
"770550000",2024,2689.83870967742,2955.96058767922,57
"770550000",2025,2721.31147540984,3040.31427038605,33
"770560000",2021,1618.66960352423,1582.63271988628,5
"770560000",2022,1250,1104.16666666667,3
"770560000",2023,2133.33333333333,3496.8253968254,3
"770560000",2024,2041.4174144234,1930.51943981038,6
"770560000",2025,1529.41176470588,1529.41176470588,1
"770570000",2020,1800,1542.99120549121,9
"770570000",2021,2254.02669121031,1847.19341201736,10
"770570000",2022,2335.76642335766,2393.14185865105,18
"770570000",2023,2500,4833.1725395826,18
"770570000",2024,1909.44881889764,1724.48475991783,9
"770580101",2020,3828.125,3959.32302020486,35
"770580101",2021,4520.83333333333,5421.04168746271,57
"770580101",2022,5339.28571428571,5238.6229811437,98
"770580101",2023,4914.28571428571,5530.47759819389,38
"770580101",2024,4574.83495145631,4865.37695007391,46
"770580101",2025,4390,4478.80068896991,35
"770580102",2020,3896.18086040386,3720.4608885105,52
"770580102",2021,4146.34146341463,4184.20209091158,111
"770580102",2022,4591.12903225806,5134.35761846811,166
"770580102",2023,4503.52112676056,4560.29655384998,90
"770580102",2024,4087.128399747,4025.49867184542,72
"770580102",2025,4199.89062072737,4173.11073404594,30
"770580103",2020,4062.5,4113.85811873471,9
"770580103",2021,4033.61344537815,4291.12349849529,21
"770580103",2022,4644.18794274765,4682.70969195414,24
"770580103",2023,4460,4387.01411631865,15
"770580103",2024,3826.08695652174,3950.45190337669,9
"770580103",2025,4270.83333333333,4162.74154589372,3
"770580104",2020,4199.05660377358,4475.53332108726,198
"770580104",2021,4355.99078341014,4435.09035474507,396
"770580104",2022,4582.15661103979,5107.70091726486,376
"770580104",2023,4505.4347826087,4585.71396623932,228
"770580104",2024,4281.01503759398,4295.68969087995,194
"770580104",2025,4285.71428571429,4292.22717171777,77
"770580105",2020,4407.40740740741,5290.96082533971,11
"770580105",2021,4200.55555555556,4438.18621317186,45
"770580105",2022,5666.66666666667,5394.76538536308,29
"770580105",2023,5494.44444444444,5367.00322999687,26
"770580105",2024,4357.14285714286,4871.30745404172,23
"770580105",2025,5444.44444444444,5383.70389548854,7
"770590000",2020,5367.22222222222,5242.03319083469,8
"770590000",2021,4342.28187919463,5294.70598040737,23
"770590000",2022,4587.5,4951.61680985762,9
"770590000",2023,4449.53304597701,6629.31696241517,12
"770590000",2024,4034.05956977386,4530.5194953994,18
"770590000",2025,3630.95238095238,3400.0195573725,6
"770600000",2020,1744.18604651163,2154.03873033402,8
"770600000",2021,2609.67657798644,2629.33608707734,36
"770600000",2022,2822.05882352941,2958.32693583001,21
"770600000",2023,2234.59176109287,2309.50984450993,10
"770600000",2024,1666.66666666667,1894.03790801622,13
"770600000",2025,3830.61079545455,3830.61079545455,2
"770610000",2020,2989.90243902439,3369.9913686356,83
"770610000",2021,2111.89559264014,2367.29534546209,42
"770610000",2022,2734.86786018755,4263.91768569072,46
"770610000",2023,2628.57142857143,4121.16142248871,51
"770610000",2024,2295.94594594595,2284.08518909563,27
"770610000",2025,1874.69570307926,1988.93654437702,8
"770620000",2020,2830.35714285714,3568.76235383619,6
"770620000",2021,3458.24275362319,3582.02108611392,4
"770620000",2022,3463.08724832215,3769.10823029896,5
"770620000",2023,3277.77777777778,3030.17705398658,9
"770620000",2024,3880.11348803481,4025.00793957324,6
"770620000",2025,3708.33333333333,3321.50252725892,6
"770630000",2020,2777.77777777778,3855.14448862339,33
"770630000",2021,2704.01226339643,2972.81625751425,40
"770630000",2022,2765.95744680851,3262.72021239989,23
"770630000",2023,2336.66666666667,2371.91585094725,28
"770630000",2024,2370.22988505747,2469.94384245008,14
"770630000",2025,2278.26086956522,2308.98274008888,11
"770650000",2020,3177.57009345794,4195.94113894669,11
"770650000",2021,2813.33333333333,3373.32516122616,25
"770650000",2022,3438.77551020408,3437.44200026534,29
"770650000",2023,3475.92063492064,3410.18102502762,14
"770650000",2024,3541.66666666667,7634.39798350862,18
"770650000",2025,3378.27121332276,3913.67926718902,6
"770660000",2020,3044.01720212497,3144.23911027503,6
"770660000",2021,1993.75,1618.08321816615,5
"770660000",2022,2166.66666666667,2191.5009593581,7
"770660000",2023,1121.21212121212,1460.53344371101,3
"770660000",2024,2257.64545454545,2257.64545454545,2
"770670101",2020,3118.83239171375,3230.68635356201,52
"770670101",2021,3465.51724137931,3490.56609831176,93
"770670101",2022,3630.95238095238,3734.74295994234,65
"770670101",2023,3412.87878787879,4657.4361791114,70
"770670101",2024,3362.2210690192,3254.97059436276,46
"770670101",2025,3313.0377524144,3191.05770976701,36
"770670102",2020,2835.91137123746,2671.07536986664,10
"770670102",2021,3006.30837359098,2938.88852776888,20
"770670102",2022,3043.36956521739,2854.02892513732,23
"770670102",2023,2831.68316831683,2888.76385892203,19
"770670102",2024,2765.68965517241,2796.75372371327,24
"770670102",2025,2492.12598425197,2596.14271891643,5
"770670103",2020,2583.41543513957,2774.03592812616,20
"770670103",2021,2622.22601570502,3013.80116375589,50
"770670103",2022,2785.66502463054,2786.87201981191,36
"770670103",2023,2731.68316831683,2819.10901157348,25
"770670103",2024,2680,2750.14797544034,31
"770670103",2025,2452.92146714671,2457.73706492256,8
"770670199",2020,2891.28352490421,2891.28352490421,2
"770670199",2021,2670.54263565891,2816.77413974836,5
"770670199",2022,3850.57471264368,3521.4117778773,7
"770670199",2023,3041.95804195804,3041.95804195804,2
"770670199",2024,2150.0626566416,2150.0626566416,2
"770670199",2025,2125,2488.13131313131,3
"770680000",2020,2200,2200,2
"770680000",2021,1897.95918367347,1821.82844873573,8
"770680000",2022,2475.24752475248,2396.11122508107,3
"770680000",2023,1596.13095238095,2387.01690821256,6
"770680000",2024,1891.89189189189,3124.31731847054,5
"770680000",2025,1904.7619047619,1904.7619047619,1
"770690000",2020,2323.23232323232,2840.33614465692,29
"770690000",2021,3339.87341772152,4204.92752255313,56
"770690000",2022,3740.15748031496,19705.7921631997,53
"770690000",2023,2941.17647058824,3409.40415813334,39
"770690000",2024,3374.74120082816,3695.19514242127,40
"770690000",2025,3053.4188034188,3557.37843925029,18
"770700000",2020,2250,2428.40553059663,11
"770700000",2021,2087.5,2595.92709256068,31
"770700000",2022,2177.5,2449.61219597424,25
"770700000",2023,2243.58974358974,2502.25190252973,37
"770700000",2024,2086.58159597412,2167.27017749347,18
"770700000",2025,1904.74393530997,2273.5680445025,12
"770710000",2020,1775.63218390805,2575.20774716378,14
"770710000",2021,2010.86956521739,1995.83923033108,21
"770710000",2022,1676.97868169566,2101.42270700274,14
"770710000",2023,1967.38927738928,1829.17878490766,16
"770710000",2024,2384.61538461538,2874.2455173077,10
"770710000",2025,2100,2100,2
"770720000",2020,1629.21348314607,1379.47565543071,3
"770720000",2021,1718.75,1646.59552278732,9
"770720000",2022,1297.61904761905,1477.70097286226,3
"770720000",2023,1526.71755725191,1760.52080768066,13
"770720000",2024,1776.85950413223,2813.70137222217,9
"770720000",2025,1862.74509803922,1862.74509803922,1
"770730000",2020,1718.75,1833.7305383296,3
"770730000",2021,1903.67965367965,1854.58137826187,12
"770730000",2022,2156.25,2124.4169157003,9
"770730000",2023,1981.61244695898,1934.01198639657,6
"770730000",2024,1938.77551020408,1727.30924698497,11
"770730000",2025,1500,1500,2
"770750000",2020,3813.0081300813,3606.38301828134,20
"770750000",2021,4333.33333333333,4476.7761888768,31
"770750000",2022,4062.5,4381.88549201089,39
"770750000",2023,4181.81818181818,4674.01653672437,25
"770750000",2024,3456,3693.90596686744,23
"770750000",2025,4354.83870967742,4256.12505805513,7
"770760000",2020,1943.8202247191,2424.86142322097,5
"770760000",2021,1865.07936507937,2318.32190259909,19
"770760000",2022,1984.61538461538,2002.91950782732,17
"770760000",2023,1927.71084337349,2047.15645795177,22
"770760000",2024,1733.7962962963,1826.01176738302,10
"770760000",2025,1469.76579761379,1469.76579761379,2
"770770000",2020,2245.03430841459,2478.06320151283,10
"770770000",2021,2702.19728845255,2548.83526887808,16
"770770000",2022,2775,2929.57290355667,21
"770770000",2023,2526.31578947368,2528.82667308354,13
"770770000",2024,3201.38888888889,4130.26957740365,20
"770770000",2025,2951.42857142857,3003.8661380045,3
"770780000",2020,3444.44444444444,7524.53260673047,27
"770780000",2021,2706.42201834862,2680.2791162198,46
"770780000",2022,2313.33333333333,2328.36200678376,38
"770780000",2023,2266.66666666667,2349.05865765151,27
"770780000",2024,1766.2288456681,1940.91369880752,18
"770780000",2025,2850.57471264368,2771.90530202024,7
"770790101",2020,2507.10204081633,3066.17454312697,35
"770790101",2021,2351.82137161085,2663.47483457652,66
"770790101",2022,2420.12117346939,4675.87283585252,50
"770790101",2023,2723.02173913043,5234.12347889566,57
"770790101",2024,2752.91262135922,4708.29290139511,20
"770790101",2025,2380.95238095238,2907.518003514,13
"770790102",2020,2826.36363636364,3212.64791907478,14
"770790102",2021,2460.92292587138,2664.37102333835,22
"770790102",2022,3328.70999463615,3557.52903164807,14
"770790102",2023,2619.04761904762,2674.68309655006,17
"770790102",2024,2434.21052631579,2414.1650438885,13
"770790102",2025,2465.85858585859,2465.85858585859,2
"770790103",2020,2615.38461538462,2468.28380043753,11
"770790103",2021,2212.89858547111,2652.40948701937,32
"770790103",2022,2567.56756756757,2488.75194035928,25
"770790103",2023,2936.84210526316,2878.54783868771,29
"770790103",2024,2558.27702702703,2543.69800861103,24
"770790103",2025,2721.35416666667,2645.99294354839,4
"770800000",2020,1191.48936170213,1191.48936170213,1
"770800000",2021,4106.99359152967,3935.61526249187,6
"770800000",2022,1917.80821917808,1942.58242974525,11
"770800000",2023,1885.41948274308,2015.53136545913,4
"770800000",2024,1850.82535256799,2321.37566350967,4
"770810000",2020,3444.1081871345,3530.91374269006,4
"770810000",2021,3276.82677567706,3187.98825421584,14
"770810000",2022,2717.39130434783,2894.38307386857,13
"770810000",2023,3423.89614427861,4249.00135224519,14
"770810000",2024,2556.33802816901,2865.51433840233,5
"770810000",2025,2567.30769230769,2567.30769230769,2
"770820000",2020,2378.78787878788,3022.81230674088,4
"770820000",2021,2722.84226190476,2769.8032298399,18
"770820000",2022,2814.81481481481,2981.12439958926,18
"770820000",2023,2681.15942028986,3396.89194003131,15
"770820000",2024,3620.11819116136,3041.15678035222,12
"770830101",2020,4583.33333333333,5144.89664261079,35
"770830101",2021,4725.54697554697,5692.54229892449,66
"770830101",2022,4816.42857142857,5343.82489736281,54
"770830101",2023,4322.91666666667,4409.36585704986,35
"770830101",2024,4008.51851851852,4795.38257933319,37
"770830101",2025,4319.79508196721,7080.88205799257,29
"770830102",2020,4255.31914893617,4835.91126933682,55
"770830102",2021,4391.25831820932,4354.53817289239,90
"770830102",2022,4922.61904761905,6152.90812927655,144
"770830102",2023,4325.32051282051,4795.59270778527,60
"770830102",2024,4259.25925925926,4252.70606574316,49
"770830102",2025,3211.11111111111,3623.7303043164,9
"770830201",2020,4649.12280701754,5093.64190852189,85
"770830201",2021,4604.62740384615,4343.10467817261,84
"770830201",2022,3232.6,4413.91914597758,45
"770830201",2023,4268.18181818182,4986.76556256746,44
"770830201",2024,3674,3769.59976797186,37
"770830201",2025,3661.69736842105,3383.44572964932,18
"770830202",2020,2974.6835443038,2997.80805257305,23
"770830202",2021,3142.93856934838,3161.59781349534,50
"770830202",2022,3100.30165912519,3147.92408764681,68
"770830202",2023,3201.2987012987,3302.62287652559,49
"770830202",2024,2976.640625,3010.48218321027,30
"770830202",2025,2877.10843373494,2816.69476331063,9
"770830301",2020,3451.53846153846,3490.26614355941,17
"770830301",2021,3318.18181818182,3505.9373688579,33
"770830301",2022,3524,3587.77983027169,45
"770830301",2023,3387.82467532468,3216.79205422959,32
"770830301",2024,3240,3387.64013400034,21
"770830301",2025,3589.16532905297,3780.59282153248,8
"770830302",2020,2884.80417983843,2997.22951843787,8
"770830302",2021,2694.80408045977,2719.94146441215,16
"770830302",2022,3196.62921348315,3170.79719766679,11
"770830302",2023,3272.27944469324,3068.01851973223,8
"770830302",2024,2594.11764705882,2490.50068629065,8
"770830302",2025,3220.77922077922,3220.77922077922,1
"770830303",2020,5115.27777777778,4808.57840278385,7
"770830303",2021,4629.54747116238,4644.1385958708,18
"770830303",2022,4182.53968253968,3936.43447375065,10
"770830303",2023,3928.57142857143,3992.35534827934,7
"770830303",2024,5000,4892.59868587416,7
"770830303",2025,5535.71428571429,5275.25352733686,3
"770840000",2020,2563.22314049587,2502.31246123898,16
"770840000",2021,2617.86179921773,2613.78914520341,26
"770840000",2022,2742.9850960691,3338.48742499777,38
"770840000",2023,3264.66666666667,8487.70816180462,18
"770840000",2024,2866.66666666667,2735.47254962723,24
"770840000",2025,2467.29166666667,2788.75092244613,6
"770850000",2020,3930.72388059701,4038.19288645341,36
"770850000",2021,3801.9801980198,3800.05638776768,71
"770850000",2022,4002.36998025016,4360.54911321119,86
"770850000",2023,3980.89887640449,4139.8876367047,87
"770850000",2024,3909.09090909091,3956.24649646846,43
"770850000",2025,4050,4046.6302538247,21
"770860000",2020,2659.73782771536,4873.71366687543,24
"770860000",2021,2258.69565217391,2467.76704925962,29
"770860000",2022,2856.37480798771,4662.46497783287,30
"770860000",2023,2259.17808219178,2367.55106192116,13
"770860000",2024,2488.94736842105,2352.38855476416,25
"770860000",2025,2500,2142.1568627451,3
"770870000",2020,4642.85714285714,4642.85714285714,2
"770870000",2021,3104.6511627907,3222.14950508734,9
"770870000",2022,2031.25,2031.25,1
"770870000",2023,2446.78571428571,2764.28571428571,4
"770870000",2024,2572,2495.89583333333,4
"770870000",2025,2041.66666666667,2041.66666666667,2
